Question,Answer,CorrectResponse,CorrectAnswer,IncorrectAnswer,InfoRepeated,Task,TrialType,StimType,Order,CurrentImage,CurrentX,CurrentY,Jitter,Section,TrialIndex,ScannerRun,Delay,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,DemoImage,DemoX,DemoY,InPractice,DemoText,BlockNr,Filler,EncodingTrialIndex,EncodingStimType,EncodingImage,EncodingXcoordinate,EncodingYcoordinate,comprehension_questions_1.thisRepN,comprehension_questions_1.thisTrialN,comprehension_questions_1.thisN,comprehension_questions_1.thisIndex,comprehension_questions_2.thisRepN,comprehension_questions_2.thisTrialN,comprehension_questions_2.thisN,comprehension_questions_2.thisIndex,enc_practice_trials.thisRepN,enc_practice_trials.thisTrialN,enc_practice_trials.thisN,enc_practice_trials.thisIndex,enc_runs.thisRepN,enc_runs.thisTrialN,enc_runs.thisN,enc_runs.thisIndex,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,comprehension_enc_run.thisRepN,comprehension_enc_run.thisTrialN,comprehension_enc_run.thisN,comprehension_enc_run.thisIndex,comprehension_questions_3.thisRepN,comprehension_questions_3.thisTrialN,comprehension_questions_3.thisN,comprehension_questions_3.thisIndex,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,rec_practice_blocks.thisRepN,rec_practice_blocks.thisTrialN,rec_practice_blocks.thisN,rec_practice_blocks.thisIndex,rec_practice_trials.thisRepN,rec_practice_trials.thisTrialN,rec_practice_trials.thisN,rec_practice_trials.thisIndex,rec_runs.thisRepN,rec_runs.thisTrialN,rec_runs.thisN,rec_runs.thisIndex,rec_blocks.thisRepN,rec_blocks.thisTrialN,rec_blocks.thisN,rec_blocks.thisIndex,rec_trials.thisRepN,rec_trials.thisTrialN,rec_trials.thisN,rec_trials.thisIndex,comprehension_end.thisRepN,comprehension_end.thisTrialN,comprehension_end.thisN,comprehension_end.thisIndex,experiment_information_text.started,experiment_information_text.stopped,experiment_information_key.keys,experiment_information_key.rt,experiment_information_key.started,experiment_information_key.stopped,experiment_information_continue.started,experiment_information_continue.stopped,comprehension_question_text.started,comprehension_question_text.stopped,comprehension_question_answers.started,comprehension_question_answers.stopped,comprehension_key.keys,comprehension_key.corr,comprehension_key.rt,comprehension_key.started,comprehension_key.stopped,comprehension_feedback_text.started,comprehension_feedback_text.stopped,comprehension_continue_key.keys,comprehension_continue_key.started,comprehension_continue_key.stopped,comprehension_continue_text.started,comprehension_continue_text.stopped,comprehension_repeat_text.started,comprehension_repeat_text.stopped,lab_thanks.started,lab_thanks.stopped,lab_key.keys,lab_key.rt,lab_key.started,lab_key.stopped,lab_introduction_continue.started,lab_introduction_continue.stopped,lab_members.started,lab_members.stopped,start_encoding_text.started,start_encoding_text.stopped,enc_instructions_1_text.started,enc_instructions_1_text.stopped,enc_instructions_1_image.started,enc_instructions_1_image.stopped,enc_instructions_1_key.keys,enc_instructions_1_key.rt,enc_instructions_1_key.started,enc_instructions_1_key.stopped,instructions_1_continue.started,instructions_1_continue.stopped,enc_instructions_2_text.started,enc_instructions_2_text.stopped,enc_instructions_2_image.started,enc_instructions_2_image.stopped,enc_instructions_2_key.keys,enc_instructions_2_key.rt,enc_instructions_2_key.started,enc_instructions_2_key.stopped,instructions_2_continue.started,instructions_2_continue.stopped,enc_instructions_3_text.started,enc_instructions_3_text.stopped,enc_instructions_3_key.keys,enc_instructions_3_key.rt,enc_instructions_3_key.started,enc_instructions_3_key.stopped,enc_instructions_3_continue.started,enc_instructions_3_continue.stopped,start_practice_text.started,start_practice_text.stopped,enc_fx_interior.started,enc_fx_interior.stopped,enc_fx_cross.started,enc_fx_cross.stopped,enc_fx_key.keys,enc_fx_key.started,enc_fx_key.stopped,enc_trial_interior.started,enc_trial_interior.stopped,enc_trial_main_image.started,enc_trial_main_image.stopped,enc_trial_key.keys,enc_trial_key.started,enc_trial_key.stopped,enc_practice_feedback_interior.started,enc_practice_feedback_interior.stopped,enc_practice_feedback_image.started,enc_practice_feedback_image.stopped,enc_practice_feedback_text.started,enc_practice_feedback_text.stopped,enc_trial_key.rt,enc_fx_key.rt,end_practice_text.started,end_practice_text.stopped,end_practice_key.keys,end_practice_key.rt,end_practice_key.started,end_practice_key.stopped,end_practice_continue.started,end_practice_continue.stopped,start_enc_run_text.started,start_enc_run_text.stopped,comprehension_continue_key.rt,end_enc_run_text.started,end_enc_run_text.stopped,enc_run_end_key.keys,enc_run_end_key.rt,enc_run_end_key.started,enc_run_end_key.stopped,inter_task_break_continue.started,inter_task_break_continue.stopped,inter_task_break_text.started,inter_task_break_text.stopped,inter_task_break_key.keys,inter_task_break_key.rt,inter_task_break_key.started,inter_task_break_key.stopped,start_recognition_text.started,start_recognition_text.stopped,rec_instructions_1_text.started,rec_instructions_1_text.stopped,rec_instructions_1_key.keys,rec_instructions_1_key.rt,rec_instructions_1_key.started,rec_instructions_1_key.stopped,rec_instructions_1_continue.started,rec_instructions_1_continue.stopped,rec_instructions2_text.started,rec_instructions2_text.stopped,rec_instructions_2_key.keys,rec_instructions_2_key.rt,rec_instructions_2_key.started,rec_instructions_2_key.stopped,rec_instructions_2_continue.started,rec_instructions_2_continue.stopped,rec_instruction_2_title.started,rec_instruction_2_title.stopped,rec_instrauction_3_text.started,rec_instrauction_3_text.stopped,rec_instructions_3_key.keys,rec_instructions_3_key.rt,rec_instructions_3_key.started,rec_instructions_3_key.stopped,rec_instructions_3_continue.started,rec_instructions_3_continue.stopped,rec_instruction_3_title.started,rec_instruction_3_title.stopped,rec_instructions_4_text.started,rec_instructions_4_text.stopped,rec_instructions_4_key.keys,rec_instructions_4_key.rt,rec_instructions_4_key.started,rec_instructions_4_key.stopped,rec_instructions_4_continue.started,rec_instructions_4_continue.stopped,demo_start_text.started,demo_start_text.stopped,demo_interior.started,demo_interior.stopped,demo_main_image.started,demo_main_image.stopped,demo_image.started,demo_image.stopped,demo_text.started,demo_text.stopped,demo_key.keys,demo_key.rt,demo_key.started,demo_key.stopped,demo_continue.started,demo_continue.stopped,demo_end_text.started,demo_end_text.stopped,demo_end_key.keys,demo_end_key.rt,demo_end_key.started,demo_end_key.stopped,demo_end_continue.started,demo_end_continue.stopped,rec_practice_block_text.started,rec_practice_block_text.stopped,rec_fx_interior.started,rec_fx_interior.stopped,rec_fx_cross.started,rec_fx_cross.stopped,rec_fx_key.keys,rec_fx_key.started,rec_fx_key.stopped,rec_fx_text_block.started,rec_fx_text_block.stopped,rec_fx_instructions_text.started,rec_fx_instructions_text.stopped,rec_trial_interior.started,rec_trial_interior.stopped,rec_trial_main_image.started,rec_trial_main_image.stopped,rec_trial_key.keys,rec_trial_key.rt,rec_trial_key.started,rec_trial_key.stopped,rec_trial_text_block.started,rec_trial_text_block.stopped,rec_trial_instructions_text.started,rec_trial_instructions_text.stopped,rec_practice_feedback_text.started,rec_practice_feedback_text.stopped,start_rec_run_text.started,start_rec_run_text.stopped,start_rec_block_text.started,start_rec_block_text.stopped,end_rec_run_text.started,end_rec_run_text.stopped,end_rec_run_key.keys,end_rec_run_key.rt,end_rec_run_key.started,end_rec_run_key.stopped,end_experiment_text.started,end_experiment_text.stopped,end_experiment_code.started,end_experiment_code.stopped,end_experiment_continue.started,end_experiment_continue.stopped,end_experiment_key.keys,end_experiment_key.rt,end_experiment_key.started,end_experiment_key.stopped,A vizsgálat feltételeibe (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) beleegyezem (igen/nem).,Az adatkezelési feltételeket (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) elfogadom (igen/nem).,Nem*,Kor*,Oktatás éve (oktatási intézményben eltöltött összes évek száma)*,date,expName,psychopyVersion,frameRate,
,,,,,,RecognitionPractice,LOC,FOIL,,stimuli/fractals/159a.jpg,-75,-225,1.0,,4,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.72377509996295,None,314.7237841000315,None,314.7237841000315,None,None,314.7237841000315,None,314.7237841000315,None,314.7237841000315,None,314.77374139998574,None,314.77374139998574,None,f,1.5203630999894813,314.77374139998574,None,314.77374139998574,None,314.77374139998574,None,318.7562227000017,None,,,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_03_1322,TRK-online,2020.1.3,60.00517247128154,
,,,,,,RecognitionPractice,LOC,LURE,,stimuli/fractals/148b.jpg,225,-225,1.5,,5,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.75617409998085,None,320.75617409998085,None,None,320.75617409998085,None,320.75617409998085,None,320.75617409998085,None,320.7895173999714,None,320.7895173999714,None,f,0.960567899979651,320.7895173999714,None,320.7895173999714,None,320.7895173999714,None,324.7894424999831,None,,,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_03_1322,TRK-online,2020.1.3,60.00517247128154,
,,,,,,RecognitionPractice,LOC,TARGET,,stimuli/fractals/166a.jpg,-75,225,1.0,,6,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.78938600001857,None,326.78938600001857,None,None,326.78938600001857,None,326.78938600001857,None,326.78938600001857,None,326.8227005000226,None,326.8227005000226,None,f,2.7033625999465585,326.8227005000226,None,326.8227005000226,None,326.8227005000226,None,330.82260519999545,None,,,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_03_1322,TRK-online,2020.1.3,60.00517247128154,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.82256609993055,None,right,3.1290107000386342,333.7891922999406,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_03_1322,TRK-online,2020.1.3,60.00517247128154,
,,,,,,,OBJ,FOIL,,stimuli/fractals/77c.jpg,-375.0,-225.0,500,,1,None,,None,None,None,None,None,None,None,None,None,None,None,,,,,,1,,0.0,FOIL,None,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.7891922999406,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.45572450000327,None,339.45572450000327,None,None,339.45572450000327,None,339.45572450000327,None,339.45572450000327,None,339.9724143999629,None,339.9724143999629,None,None,,339.9724143999629,None,339.9724143999629,None,339.9724143999629,None,,,336.9391461999621,None,337.9390981999459,None,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_03_1322,TRK-online,2020.1.3,60.00517247128154,
,,,,,,,OBJ,LURE,,stimuli/fractals/90b.jpg,75.0,-75.0,1000,,2,None,,stimuli/fractals/90a.jpg,stimuli/fractals/90c.jpg,stimuli/fractals/90b.jpg,75.0,-75.0,225.0,-75.0,75.0,75.0,-375.0,225.0,,,,,,1,,1.0,OLP,stimuli/fractals/90a.jpg,75.0,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.9730775000062,None,343.9730775000062,None,None,343.9730775000062,None,343.9730775000062,None,343.9730775000062,None,344.98969039996155,None,344.98969039996155,None,None,,344.98969039996155,None,344.98969039996155,None,344.98969039996155,None,,,,,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_03_1322,TRK-online,2020.1.3,60.00517247128154,
,,,,,,,OBJ,TARGET,,stimuli/fractals/23a.jpg,-75.0,-75.0,2000,,3,None,,stimuli/fractals/23a.jpg,stimuli/fractals/23c.jpg,stimuli/fractals/23b.jpg,-75.0,-75.0,75.0,-75.0,-225.0,-75.0,375.0,225.0,,,,,,1,,2.0,OLP,stimuli/fractals/23a.jpg,-75.0,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.50627240003087,None,350.50627240003087,None,None,350.50627240003087,None,350.50627240003087,None,350.50627240003087,None,352.5228482999373,None,352.5228482999373,None,None,,352.5228482999373,None,352.5228482999373,None,352.5228482999373,None,,,,,348.9896156999748,None,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_03_1322,TRK-online,2020.1.3,60.00517247128154,
,,,,,,,OBJ,FOIL,,stimuli/fractals/17c.jpg,375.0,-225.0,3000,,4,None,,None,None,None,None,None,None,None,None,None,None,None,,,,,,1,,0.0,FOIL,None,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.5227450999664,None,356.5227450999664,None,None,356.5227450999664,None,356.5227450999664,None,356.5227450999664,None,359.53935009997804,None,359.53935009997804,None,None,,359.53935009997804,None,359.53935009997804,None,359.53935009997804,None,,,,,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_03_1322,TRK-online,2020.1.3,60.00517247128154,
,,,,,,,OBJ,TARGET,,stimuli/fractals/34c.jpg,75.0,-75.0,2000,,5,None,,stimuli/fractals/34c.jpg,stimuli/fractals/34a.jpg,stimuli/fractals/34b.jpg,75.0,-75.0,75.0,75.0,225.0,-75.0,-375.0,225.0,,,,,,1,,12.0,OLP,stimuli/fractals/34c.jpg,75.0,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.88911959994584,None,368.88911959994584,None,None,368.88911959994584,None,368.88911959994584,None,368.88911959994584,None,370.9057881999761,None,370.9057881999761,None,None,,370.9057881999761,None,370.9057881999761,None,370.9057881999761,None,,,366.37252800003625,None,367.3724859999493,None,363.55591450002976,None,right,2.7863789000548422,363.55591450002976,None,,,,,,,,,,,i,i,i,i,i,2020_Jul_03_1322,TRK-online,2020.1.3,60.00517247128154,
,,,,,,,OBJ,FOIL,,stimuli/fractals/55b.jpg,375.0,-225.0,1000,,6,None,,None,None,None,None,None,None,None,None,None,None,None,,,,,,1,,0.0,FOIL,None,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.904887599987,None,374.904887599987,None,None,374.904887599987,None,374.904887599987,None,374.904887599987,None,375.9215303999372,None,375.9215303999372,None,None,,375.9215303999372,None,375.9215303999372,None,375.9215303999372,None,,,,,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_03_1322,TRK-online,2020.1.3,60.00517247128154,
,,,,,,,OBJ,TARGET,,stimuli/fractals/103b.jpg,375.0,-225.0,3000,,7,None,,stimuli/fractals/103b.jpg,stimuli/fractals/103a.jpg,stimuli/fractals/103c.jpg,375.0,-225.0,225.0,-225.0,375.0,-75.0,-225.0,225.0,,,,,,1,,18.0,OLP,stimuli/fractals/103b.jpg,375.0,-225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.43805999995675,None,381.43805999995675,None,None,381.43805999995675,None,381.43805999995675,None,381.43805999995675,None,384.45462470001075,None,384.45462470001075,None,None,,384.45462470001075,None,384.45462470001075,None,384.45462470001075,None,,,,,379.92143909994047,None,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_03_1322,TRK-online,2020.1.3,60.00517247128154,
,,,,,,,OBJ,TARGET,,stimuli/fractals/69b.jpg,-375.0,-225.0,1000,,8,None,,stimuli/fractals/69b.jpg,stimuli/fractals/69c.jpg,stimuli/fractals/69a.jpg,-375.0,-225.0,-225.0,-225.0,-375.0,-75.0,375.0,75.0,,,,,,1,,4.0,ERP,stimuli/fractals/69b.jpg,-375.0,-225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.4553339999402,None,388.4553339999402,None,None,388.4553339999402,None,388.4553339999402,None,388.4553339999402,None,389.4719705999596,None,389.4719705999596,None,None,,389.4719705999596,None,389.4719705999596,None,389.4719705999596,None,,,,,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_03_1322,TRK-online,2020.1.3,60.00517247128154,
,,,,,,,OBJ,TARGET,,stimuli/fractals/139b.jpg,-225.0,-75.0,2000,,9,None,,stimuli/fractals/139b.jpg,stimuli/fractals/139c.jpg,stimuli/fractals/139a.jpg,-225.0,-75.0,-225.0,75.0,-75.0,-75.0,375.0,-225.0,,,,,,1,,8.0,ERP,stimuli/fractals/139b.jpg,-225.0,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.20499310002197,None,402.20499310002197,None,None,402.20499310002197,None,402.20499310002197,None,402.20499310002197,None,404.23827800003346,None,404.23827800003346,None,None,,404.23827800003346,None,404.23827800003346,None,404.23827800003346,None,,,399.6884190000128,None,400.68840079999063,None,393.47187090001535,None,right,6.198210700065829,393.47187090001535,None,,,,,,,,,,,i,i,i,i,i,2020_Jul_03_1322,TRK-online,2020.1.3,60.00517247128154,
,,,,,,,OBJ,FOIL,,stimuli/fractals/85c.jpg,375.0,225.0,2000,,10,None,,None,None,None,None,None,None,None,None,None,None,None,,,,,,1,,0.0,FOIL,None,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.2207597999368,None,408.2207597999368,None,None,408.2207597999368,None,408.2207597999368,None,408.2207597999368,None,410.2373752000276,None,410.2373752000276,None,None,,410.2373752000276,None,410.2373752000276,None,410.2373752000276,None,,,,,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_03_1322,TRK-online,2020.1.3,60.00517247128154,
,,,,,,,OBJ,LURE,,stimuli/fractals/5a.jpg,-375.0,225.0,6000,,11,None,,stimuli/fractals/5c.jpg,stimuli/fractals/5b.jpg,stimuli/fractals/5a.jpg,-375.0,225.0,-225.0,225.0,-375.0,75.0,225.0,-75.0,,,,,,1,,3.0,LLP,stimuli/fractals/5c.jpg,-375.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.77058519993443,None,415.77058519993443,None,None,415.77058519993443,None,415.77058519993443,None,415.77058519993443,None,421.7871308999602,None,421.7871308999602,None,None,,421.7871308999602,None,421.7871308999602,None,421.7871308999602,None,,,,,414.2372810000088,None,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_03_1322,TRK-online,2020.1.3,60.00517247128154,
,,,,,,,OBJ,FOIL,,stimuli/fractals/49b.jpg,375.0,75.0,2000,,12,None,,None,None,None,None,None,None,None,None,None,None,None,,,,,,1,,0.0,FOIL,None,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.7870042999275,None,425.7870042999275,None,None,425.7870042999275,None,425.7870042999275,None,425.7870042999275,None,427.80362419993617,None,427.80362419993617,None,None,,427.80362419993617,None,427.80362419993617,None,427.80362419993617,None,,,,,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_03_1322,TRK-online,2020.1.3,60.00517247128154,
,,,,,,,OBJ,LURE,,stimuli/fractals/141b.jpg,375.0,225.0,2000,,13,None,,stimuli/fractals/141a.jpg,stimuli/fractals/141c.jpg,stimuli/fractals/141b.jpg,375.0,225.0,375.0,75.0,225.0,225.0,-375.0,-225.0,,,,,,1,,11.0,ERP,stimuli/fractals/141a.jpg,375.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.8054167999653,None,438.8054167999653,None,None,438.8054167999653,None,438.8054167999653,None,438.8054167999653,None,440.836641300004,None,440.836641300004,None,None,,440.836641300004,None,440.836641300004,None,440.836641300004,None,,,436.2721579000354,None,437.2721212999895,None,431.803523199982,None,right,4.45059709995985,431.803523199982,None,,,,,,,,,,,i,i,i,i,i,2020_Jul_03_1322,TRK-online,2020.1.3,60.00517247128154,
,,,,,,,OBJ,FOIL,,stimuli/fractals/92a.jpg,-375.0,225.0,3000,,14,None,,None,None,None,None,None,None,None,None,None,None,None,,,,,,1,,0.0,FOIL,None,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.8365480999928,None,444.8365480999928,None,None,444.8365480999928,None,444.8365480999928,None,444.8365480999928,None,447.85313199996017,None,447.85313199996017,None,None,,447.85313199996017,None,447.85313199996017,None,447.85313199996017,None,,,,,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_03_1322,TRK-online,2020.1.3,60.00517247128154,
